transcript_id,transcript_position,score
ENST00000005257,2724,0.08201259
ENST00000005257,2737,0.0361853
ENST00000005257,2779,0.13513312
ENST00000005260,425,0.4537812
ENST00000005260,467,0.08681659
ENST00000005260,542,0.4539688
ENST00000005260,585,0.002582616
ENST00000005260,590,0.0790976
ENST00000005260,686,0.15665433
ENST00000005260,711,0.01738881
ENST00000005260,829,0.0058537447
ENST00000005260,863,0.17849992
ENST00000005260,897,0.016028004
ENST00000005260,957,0.041117206
ENST00000005260,984,0.47783577
ENST00000005260,1123,0.008628484
ENST00000005260,1220,0.095878296
ENST00000005260,1225,0.16964507
ENST00000005260,1251,0.017169386
ENST00000005260,1284,0.021838143
ENST00000005260,1361,0.0814553
ENST00000005260,1428,0.023470962
ENST00000005260,1440,0.0698088
ENST00000005260,1489,0.4937516
ENST00000005260,1626,0.019517396
ENST00000005260,1653,0.14964308
ENST00000005260,1684,0.005762815
ENST00000005260,1703,0.051835284
ENST00000005260,1756,0.4966503
ENST00000005260,1766,0.84117293
ENST00000005260,1861,0.038150504
ENST00000005260,1918,0.036651783
ENST00000005260,1959,0.008060993
ENST00000005260,2005,0.011860267
ENST00000005260,2012,0.16331306
ENST00000005286,2622,0.022871645
ENST00000005286,2792,0.11782621
ENST00000005286,2812,0.18263799
ENST00000005286,2857,0.026774107
ENST00000005286,2867,0.6279746
ENST00000005286,2884,0.2983065
ENST00000005286,3054,0.9344771
ENST00000005286,3142,0.24660568
ENST00000005286,3163,0.4270051
ENST00000005286,3178,0.54965365
ENST00000005286,3227,0.1360397
ENST00000005286,3357,0.9828235
ENST00000005286,3397,0.97136927
ENST00000005286,3439,0.18712692
ENST00000005286,3453,0.005214103
ENST00000005286,3462,0.00855492
ENST00000005340,2421,0.6781897
ENST00000005340,2425,0.10823179
ENST00000005340,2536,0.16425063
ENST00000005340,2626,0.21748745
ENST00000005340,2672,0.16382091
ENST00000005340,2679,0.082943015
ENST00000005340,2754,0.14679977
ENST00000005340,2815,0.0010141355
ENST00000005340,2828,0.047820896
ENST00000005340,2909,0.09868331
ENST00000005340,2988,0.017609652
ENST00000005386,183,0.05763174
ENST00000005386,223,0.02880853
ENST00000005386,238,0.2400637
ENST00000005386,354,0.026085341
ENST00000005386,363,0.034043666
ENST00000005386,400,0.021651736
ENST00000005386,1187,0.5133867
ENST00000005386,1225,0.023584573
ENST00000005386,1451,0.055587128
ENST00000005386,1708,0.07332432
ENST00000005386,1714,0.011620473
ENST00000005386,1758,0.05118659
ENST00000005386,1786,0.064803906
ENST00000005386,1837,0.20873672
ENST00000005386,1914,0.12457886
ENST00000005386,1966,0.14943956
ENST00000005386,1975,0.42031717
ENST00000005386,2089,0.48023966
ENST00000005386,2144,0.40074426
ENST00000005386,2217,0.90003574
ENST00000005386,2228,0.097673796
ENST00000005386,2242,0.09588058
ENST00000005386,2265,0.08777181
ENST00000007264,108,0.50071096
ENST00000007264,223,0.055626653
ENST00000007264,243,0.3047548
ENST00000007264,249,0.053978883
ENST00000007264,298,0.12218461
ENST00000007264,370,0.05392531
ENST00000007264,420,0.21587141
ENST00000007264,471,0.00805417
ENST00000007264,496,0.093685746
ENST00000007264,553,0.07080445
ENST00000007264,590,0.074614584
ENST00000007264,651,0.15527932
ENST00000007264,708,0.13575703
ENST00000007264,736,0.10141041
ENST00000007264,787,0.46041137
ENST00000007264,817,0.030101743
ENST00000007264,877,0.2915372
ENST00000007264,916,0.031099353
ENST00000007264,1008,0.94681126
ENST00000007264,1061,0.07287915
ENST00000007264,1066,0.9147204
ENST00000007264,1116,0.9263753
ENST00000007264,1293,0.9629594
ENST00000007264,1341,0.018201383
ENST00000007264,1366,0.12268507
ENST00000007264,1413,0.95764154
ENST00000007264,1564,0.03616304
ENST00000007264,1640,0.07504578
ENST00000007264,1923,0.10450555
ENST00000007264,2015,0.7013601
ENST00000007390,435,0.023004271
ENST00000007390,439,0.04294733
ENST00000007390,500,0.08778139
ENST00000007390,570,0.43464866
ENST00000007390,589,0.113294646
ENST00000007390,642,0.053280637
ENST00000007390,693,0.16348319
ENST00000007390,699,0.12972595
ENST00000007390,714,0.18283755
ENST00000007390,846,0.0065637697
ENST00000007390,885,0.069477275
ENST00000007390,894,0.06424993
ENST00000007390,912,0.14491887
ENST00000007390,1041,0.8276695
ENST00000007390,1055,0.041524317
ENST00000007390,1096,0.8603927
ENST00000007390,1105,0.84761226
ENST00000007390,1151,0.9075817
ENST00000007516,186,0.09917745
ENST00000007516,204,0.47725818
ENST00000007516,307,0.082785055
ENST00000007516,329,0.31630647
ENST00000007516,337,0.102082774
ENST00000007516,346,0.057079315
ENST00000007516,385,0.013717273
ENST00000007516,397,0.04333873
ENST00000007516,406,0.08568285
ENST00000007516,545,0.039547864
ENST00000007516,569,0.054732513
ENST00000007516,604,0.14012
ENST00000007516,626,0.12895799
ENST00000007516,632,0.18059538
ENST00000007516,650,0.47861978
ENST00000009041,186,0.056378487
ENST00000009041,244,0.0037118455
ENST00000009041,261,0.16860887
ENST00000009041,276,0.028434735
ENST00000009041,416,0.905565
ENST00000009041,441,0.023010338
ENST00000009041,455,0.013422935
ENST00000009041,501,0.2163469
ENST00000009041,531,0.08921663
ENST00000009041,613,0.07338542
ENST00000009041,641,0.033099614
ENST00000009041,653,0.03204773
ENST00000009041,807,0.010450521
ENST00000009041,811,0.07156646
ENST00000009041,928,0.0066314936
ENST00000009041,933,0.3486843
ENST00000009041,943,0.007932784
ENST00000009041,955,0.17093039
ENST00000009041,987,0.010190416
ENST00000009041,1086,0.11533913
ENST00000009041,1206,0.07921236
ENST00000009041,1224,0.011891423
ENST00000009041,1268,0.032647878
ENST00000009041,1286,0.013327905
ENST00000009041,1381,0.014553103
ENST00000009041,1407,0.15893067
ENST00000009589,62,0.2836409
ENST00000009589,90,0.10599071
ENST00000009589,147,0.03388209
ENST00000009589,195,0.008610035
ENST00000009589,235,0.079508424
ENST00000009589,278,0.0992433
ENST00000009589,300,0.03441147
ENST00000009589,324,0.13370274
ENST00000009589,391,0.15187487
ENST00000009589,507,0.03364693
ENST00000011619,1016,0.0068319156
ENST00000011619,1097,0.11765309
ENST00000011619,1157,0.02556918
ENST00000011619,1279,0.044542614
ENST00000011619,1331,0.0057784854
ENST00000011619,1473,0.026948582
ENST00000011619,1651,0.015265243
ENST00000011619,1681,0.6107024
ENST00000011619,1686,0.026237007
ENST00000011619,1722,0.024138486
ENST00000011619,1743,0.13665445
ENST00000011619,1751,0.016182322
ENST00000011619,1781,0.03393958
ENST00000011619,1816,0.007925132
ENST00000011619,1821,0.057986744
ENST00000011619,1842,0.09773394
ENST00000011619,1954,0.11242669
ENST00000011619,1968,0.05666029
ENST00000011619,1980,0.49326935
ENST00000011619,1989,0.0024237751
ENST00000011619,2043,0.34187913
ENST00000011619,2067,0.053419877
ENST00000011619,2083,0.070354216
ENST00000011619,2103,0.0014573206
ENST00000011619,2120,0.006762409
ENST00000011619,2164,0.09837516
ENST00000011619,2185,0.8094859
ENST00000011619,2235,0.057834584
ENST00000011619,2305,0.16856171
ENST00000011619,2354,0.31383303
ENST00000011619,2414,0.10385664
ENST00000011619,2448,0.0026165117
ENST00000011619,2521,0.015750071
ENST00000011619,2538,0.032581694
ENST00000011619,2593,0.112167865
ENST00000011619,2629,0.08294009
ENST00000011619,2686,0.15525395
ENST00000011619,2703,0.0045605185
ENST00000011619,2765,0.037288267
ENST00000011619,2846,0.0016059598
ENST00000011619,2878,0.11934902
ENST00000011619,2888,0.09011827
ENST00000011619,2901,0.28603962
ENST00000011619,2914,0.10434821
ENST00000011619,2928,0.0032909373
ENST00000011619,2958,0.03348602
ENST00000011619,2976,0.0073211673
ENST00000011619,3084,0.0008231652
ENST00000012443,127,0.16421117
ENST00000012443,156,0.15950297
ENST00000012443,199,0.12650764
ENST00000012443,212,0.08394268
ENST00000012443,230,0.36374983
ENST00000012443,275,0.17047872
ENST00000012443,377,0.5950185
ENST00000012443,455,0.28562605
ENST00000012443,488,0.02224002
ENST00000012443,590,0.3343665
ENST00000012443,599,0.055714402
ENST00000012443,613,0.09702465
ENST00000012443,636,0.2863183
ENST00000012443,661,0.11095894
ENST00000012443,701,0.100942
ENST00000012443,711,0.09803579
ENST00000012443,787,0.013615699
ENST00000012443,802,0.46312404
ENST00000012443,827,0.19763067
ENST00000012443,848,0.0063867765
ENST00000012443,889,0.030096391
ENST00000012443,914,0.6520528
ENST00000012443,923,0.051811896
ENST00000012443,1018,0.01908034
ENST00000012443,1022,0.038822003
ENST00000012443,1031,0.18131138
ENST00000012443,1196,0.05685461
ENST00000012443,1250,0.04137654
ENST00000012443,1355,0.06520755
ENST00000012443,1364,0.53872705
ENST00000012443,1472,0.12020208
ENST00000012443,1505,0.016897114
ENST00000012443,1652,0.31695867
ENST00000012443,1704,0.25770223
ENST00000012443,1802,0.11418283
ENST00000012443,1961,0.022963509
ENST00000013807,66,0.029839206
ENST00000013807,196,0.16952345
ENST00000013807,208,0.13039003
ENST00000013807,340,0.1484952
ENST00000013807,366,0.067070425
ENST00000013807,470,0.015416473
ENST00000013807,643,0.10410534
ENST00000013807,679,0.7874168
ENST00000013807,822,0.020314226
ENST00000013807,845,0.019814994
ENST00000013807,853,0.14525731
ENST00000013807,880,0.19862317
ENST00000013807,897,0.15118751
ENST00000013807,909,0.05069743
ENST00000013807,937,0.129102
ENST00000013807,945,0.050054286
ENST00000013807,954,0.04980994
ENST00000013807,974,0.083295695
ENST00000013807,1054,0.19188529
ENST00000013807,1091,0.004711428
ENST00000013807,1103,0.034607753
ENST00000013807,1130,0.08962284
ENST00000013807,1137,0.033542674
ENST00000013807,1142,0.036525242
ENST00000013807,1195,0.37019745
ENST00000013807,1219,0.07332843
ENST00000014914,1593,0.9356203
ENST00000014914,1614,0.040911723
ENST00000014914,1744,0.0075012324
ENST00000014914,1779,0.061551154
ENST00000014914,1823,0.01577806
ENST00000014914,1830,0.09114364
ENST00000014914,1872,0.14527152
ENST00000014914,1935,0.49969986
ENST00000014914,1963,0.09128337
ENST00000014914,1983,0.15767872
ENST00000014914,2056,0.07491256
ENST00000014914,2066,0.119854994
ENST00000014914,2077,0.06346109
ENST00000014914,2143,0.14294204
ENST00000014914,2238,0.07237278
ENST00000014914,2267,0.058104057
ENST00000014914,2385,0.026059454
ENST00000014914,2443,0.92838264
ENST00000014914,2505,0.09315749
ENST00000014914,2545,0.014113129
ENST00000014914,2775,0.068149984
ENST00000014914,2833,0.07190473
ENST00000014914,7139,0.25524804
ENST00000014930,297,0.16925792
ENST00000014930,370,0.07823314
ENST00000014930,393,0.042651474
ENST00000014930,475,0.010963195
ENST00000014930,508,0.15869796
ENST00000014930,586,0.07366572
ENST00000014930,649,0.033572793
ENST00000014930,673,0.036230166
ENST00000014930,723,0.10973307
ENST00000014930,732,0.029530885
ENST00000014930,741,0.17447238
ENST00000014930,748,0.5245199
ENST00000014930,798,0.56656957
ENST00000014930,835,0.0031565754
ENST00000014930,977,0.05850009
ENST00000014930,1025,0.2817884
ENST00000016171,285,0.10247262
ENST00000016171,318,0.06562875
ENST00000016171,327,0.032046724
ENST00000016171,462,0.3819855
ENST00000016171,468,0.05555597
ENST00000016171,665,0.3297452
ENST00000016171,682,0.1171923
ENST00000016171,691,0.017576868
ENST00000016171,768,0.14003178
ENST00000016171,810,0.027109688
ENST00000016171,849,0.070156395
ENST00000016171,922,0.050110295
ENST00000016171,961,0.03084017
ENST00000016171,1107,0.11846345
ENST00000016171,1125,0.12690869
ENST00000016171,1262,0.76915693
ENST00000016171,1294,0.41973704
ENST00000016171,1308,0.8933714
ENST00000016171,1314,0.22580193
ENST00000016171,1347,0.8461807
ENST00000016171,1369,0.10023735
ENST00000016171,1375,0.04547668
ENST00000016171,2105,0.26994824
ENST00000016171,2112,0.03566781
ENST00000016171,2208,0.025225481
ENST00000022615,7,0.0041273106
ENST00000022615,75,0.005738011
ENST00000022615,93,0.05196178
ENST00000022615,156,0.015250161
ENST00000022615,164,0.020624267
ENST00000022615,245,0.009862863
ENST00000022615,264,0.07093315
ENST00000022615,271,0.14872539
ENST00000022615,294,0.106148995
ENST00000022615,300,0.03092827
ENST00000022615,314,0.092403114
ENST00000022615,355,0.1368705
ENST00000022615,359,0.19635636
ENST00000022615,384,0.20871082
ENST00000022615,472,0.30513194
ENST00000022615,540,0.060960647
ENST00000022615,556,0.04345217
ENST00000022615,597,0.2856343
ENST00000022615,677,0.0057328665
ENST00000022615,687,0.024535798
ENST00000022615,698,0.17434697
ENST00000022615,711,0.014372728
ENST00000022615,758,0.47702724
ENST00000022615,799,0.2971141
ENST00000022615,815,0.004828058
ENST00000022615,839,0.5130153
ENST00000022615,867,0.55971694
ENST00000022615,907,0.49366125
ENST00000022615,970,0.11826402
ENST00000022615,1021,0.85023564
ENST00000022615,1213,0.03283854
ENST00000022615,1264,0.046805106
ENST00000022615,1333,0.0043484843
ENST00000023939,131,0.08872292
ENST00000023939,151,0.30547684
ENST00000023939,306,0.28456652
ENST00000023939,358,0.12767117
ENST00000023939,367,0.03580866
ENST00000023939,375,0.0068613235
ENST00000023939,405,0.24375172
ENST00000023939,467,0.09134245
ENST00000023939,516,0.0055097705
ENST00000023939,528,0.073301345
ENST00000023939,540,0.012784028
ENST00000023939,752,0.0701494
ENST00000023939,797,0.01585085
ENST00000023939,805,0.009658971
ENST00000023939,832,0.0057215164
ENST00000023939,875,0.022426724
ENST00000023939,920,0.004385121
ENST00000023939,1014,0.1423481
ENST00000023939,1306,0.27957535
ENST00000023939,1420,0.011497058
ENST00000023939,1427,0.8588316
ENST00000023939,1470,0.113508224
ENST00000023939,1523,0.046351988
ENST00000037243,158,0.10913726
ENST00000037243,171,0.1389081
ENST00000037243,263,0.10530376
ENST00000037243,269,0.1861734
ENST00000037243,382,0.04390135
ENST00000037243,403,0.04057905
ENST00000037243,411,0.15032549
ENST00000037243,473,0.091254614
ENST00000037243,518,0.03837077
ENST00000037243,569,0.07487733
ENST00000037243,583,0.015419195
ENST00000037243,602,0.035503764
ENST00000037243,646,0.10018478
ENST00000037243,724,0.08445758
ENST00000037243,886,0.13840732
ENST00000037243,928,0.44733593
ENST00000037243,956,0.07344591
ENST00000037243,976,0.005090961
ENST00000037869,149,0.061259426
ENST00000037869,203,0.12748455
ENST00000037869,308,0.08835213
ENST00000037869,401,0.9020087
ENST00000037869,412,0.03136453
ENST00000037869,428,0.1239525
ENST00000037869,454,0.06978982
ENST00000037869,639,0.8891732
ENST00000037869,784,0.010368539
ENST00000037869,811,0.21871544
ENST00000037869,835,0.012196994
ENST00000037869,944,0.011614176
ENST00000037869,965,0.087246425
ENST00000037869,1056,0.42999262
ENST00000037869,1068,0.081590936
ENST00000037869,1084,0.25626928
ENST00000037869,1180,0.30020946
ENST00000037869,1191,0.006751835
ENST00000037869,1206,0.05956402
ENST00000037869,1262,0.012073761
ENST00000037869,1270,0.0051891617
ENST00000037869,1275,0.79679143
ENST00000037869,1289,0.011485119
ENST00000037869,1350,0.1305312
ENST00000037869,1416,0.006832996
ENST00000037869,1432,0.050960306
ENST00000037869,1485,0.0024099767
ENST00000037869,1501,0.02052144
ENST00000037869,1505,0.0127213895
ENST00000037869,1565,0.045789406
ENST00000037869,1587,0.29704273
ENST00000037869,1774,0.08332509
ENST00000044462,97,0.20013726
ENST00000044462,129,0.3422873
ENST00000044462,148,0.010890646
ENST00000044462,166,0.14544591
ENST00000044462,174,0.05366599
ENST00000044462,236,0.16092773
ENST00000044462,350,0.3602988
ENST00000044462,361,0.091148674
ENST00000044462,387,0.04297947
ENST00000044462,408,0.053508073
ENST00000044462,416,0.38632894
ENST00000044462,503,0.016356768
ENST00000044462,601,0.13611963
ENST00000044462,677,0.009282946
ENST00000044462,682,0.053452812
ENST00000044462,702,0.026546778
ENST00000044462,747,0.04868493
ENST00000044462,764,0.053595837
ENST00000044462,798,0.0072647515
ENST00000044462,816,0.026189396
ENST00000044462,836,0.010735233
ENST00000044462,866,0.018839696
ENST00000044462,914,0.08414909
ENST00000044462,1024,0.11619478
ENST00000044462,1046,0.5873219
ENST00000053468,28,0.040162973
ENST00000053468,86,0.009304837
ENST00000053468,161,0.01199732
ENST00000053468,190,0.031250536
ENST00000053468,195,0.01727257
ENST00000053468,205,0.005820347
ENST00000053468,219,0.2514161
ENST00000053468,224,0.03362493
ENST00000053468,281,0.3048332
ENST00000053468,318,0.28950235
ENST00000053468,345,0.2016537
ENST00000053468,427,0.08867843
ENST00000053468,453,0.13424855
ENST00000053468,460,0.117891
ENST00000053468,503,0.15027931
ENST00000053468,532,0.0059901914
ENST00000053468,538,0.066923074
ENST00000053468,549,0.053840656
ENST00000053468,561,0.065508075
ENST00000053468,586,0.014961359
ENST00000053468,726,0.06821203
ENST00000053468,776,0.5140412
ENST00000053468,790,0.09507957
ENST00000053468,841,0.0063127377
ENST00000053468,851,0.012222205
ENST00000053468,860,0.13450219
ENST00000053468,1097,0.0019498178
ENST00000053468,1137,0.03540915
ENST00000053468,1163,0.010518848
ENST00000053468,1184,0.06186374
ENST00000053468,1204,0.31522128
ENST00000053468,1317,0.06987047
ENST00000053468,1472,0.042688422
ENST00000053468,1485,0.009240042
ENST00000053468,1495,0.0068073957
ENST00000053468,1530,0.20889881
ENST00000053468,1592,0.14714509
ENST00000053468,1835,0.13234964
ENST00000053468,1851,0.012662915
ENST00000053468,1953,0.081756294
ENST00000053468,1977,0.08921144
ENST00000053468,2003,0.057143588
ENST00000053468,2052,0.011064613
ENST00000053867,253,0.044164874
ENST00000053867,262,0.14794937
ENST00000053867,286,0.010133168
ENST00000053867,353,0.12640546
ENST00000053867,395,0.05733663
ENST00000053867,493,0.3155331
ENST00000053867,608,0.027735027
ENST00000053867,659,0.11408467
ENST00000053867,734,0.008823618
ENST00000053867,841,0.09639379
ENST00000053867,845,0.01126104
ENST00000053867,1004,0.0550318
ENST00000053867,1016,0.08976311
ENST00000053867,1061,0.24035366
ENST00000053867,1109,0.22433792
ENST00000053867,1205,0.08387973
ENST00000053867,1241,0.08387059
ENST00000053867,1263,0.07151761
ENST00000053867,1322,0.041055914
ENST00000053867,1451,0.14776859
ENST00000053867,1530,0.46817568
ENST00000053867,1577,0.072448835
ENST00000053867,1589,0.15281297
ENST00000053867,1618,0.006628962
ENST00000053867,1827,0.19269729
ENST00000053867,1844,0.0005014607
ENST00000053867,1849,0.03311471
ENST00000053867,1862,0.067009956
ENST00000053867,2012,0.59849095
ENST00000053867,2025,0.057940815
ENST00000053867,2041,0.8325385
ENST00000053867,2053,0.050789233
ENST00000053867,2070,0.1643905
ENST00000053867,2121,0.0022352024
ENST00000053867,2137,0.22528617
ENST00000053867,2258,0.29837504
ENST00000054666,75,0.046679407
ENST00000054666,156,0.113365136
ENST00000054666,166,0.028596167
ENST00000054666,194,0.25171113
ENST00000054666,215,0.12709251
ENST00000054666,233,0.024592256
ENST00000054666,421,0.12865376
ENST00000054666,430,0.5157916
ENST00000054666,437,0.070485145
ENST00000054666,452,0.0050662514
ENST00000054666,463,0.08991896
ENST00000054666,470,0.11487901
ENST00000054666,477,0.115061715
ENST00000054666,759,0.09979046
ENST00000054666,771,0.0038589987
ENST00000054666,815,0.02381625
ENST00000054666,828,0.0048773866
ENST00000054666,844,0.0037505748
ENST00000054666,893,0.07614535
ENST00000054666,920,0.17026967
ENST00000054666,1040,0.002524069
ENST00000054666,1065,0.27628872
ENST00000054666,1077,0.05501142
ENST00000054666,1139,0.08243847
ENST00000054666,1169,0.3042489
ENST00000054666,1214,0.20477122
ENST00000054666,1260,0.04770719
ENST00000054666,1321,0.13128339
ENST00000054666,1327,0.108444445
ENST00000054666,1378,0.2969243
ENST00000054666,1433,0.06043893
ENST00000054666,1444,0.6235032
ENST00000054666,1478,0.07387161
ENST00000054666,1484,0.052206624
ENST00000054666,1609,0.038909853
ENST00000054666,1670,0.029808342
ENST00000054666,1687,0.08143441
ENST00000054666,1707,0.24076815
ENST00000054666,1759,0.014142258
ENST00000054666,1787,0.01899432
ENST00000054666,1793,0.14954749
ENST00000054666,1835,0.05230138
ENST00000054666,1858,0.13288398
ENST00000054666,1892,0.38295072
ENST00000054666,1927,0.004155393
ENST00000054666,2008,0.12865497
ENST00000054666,2049,0.1780034
ENST00000054666,2057,0.053050153
ENST00000054666,2091,0.03117781
